school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,G3,G2,G1,guardian,schoolsup,famsup,paid,activities,higher,romantic,traveltime,studytime,failures,famrel,goout,Dalc,Walc,health,absences,freetime
GP,F,18,U,LE3,T,4,3,other,other,home,yes,yes,11.0,11.0,11.5,other,no,yes,yes,no,yes,yes,2.0,2.0,0.0,4.0,5.0,1.0,2.0,2.0,10.0,4.0
GP,F,19,R,GT3,A,3,1,services,at_home,home,yes,no,13.0,13.0,14.0,other,no,no,yes,no,yes,no,1.0,3.0,1.0,5.0,3.0,1.0,2.0,5.0,12.0,4.0
GP,F,19,R,GT3,T,2,3,other,other,reputation,yes,yes,11.0,11.0,13.0,other,no,no,no,no,yes,yes,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,40.0,1.0
GP,F,19,R,GT3,T,3,2,services,services,reputation,yes,yes,10.0,8.0,9.0,father,yes,yes,no,no,no,no,1.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0
GP,F,19,U,GT3,T,0,1,at_home,other,course,no,no,10.0,9.0,8.0,other,no,yes,no,no,no,no,1.0,2.0,2.5,3.0,2.0,1.0,1.0,5.0,2.0,4.0
GP,F,19,U,GT3,T,1,1,at_home,health,home,no,yes,13.0,13.0,15.0,other,no,no,no,no,yes,yes,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,14.0,1.0
GP,F,19,U,GT3,T,1,1,other,other,course,yes,no,11.0,10.0,10.0,other,no,no,no,yes,no,yes,3.0,3.0,0.0,1.0,5.0,4.0,3.0,5.0,12.0,5.0
GP,F,19,U,GT3,T,2,1,at_home,other,other,yes,yes,13.0,12.0,14.0,other,no,yes,no,no,no,yes,3.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,20.0,4.0
GP,F,19,U,GT3,T,2,1,services,services,home,yes,yes,11.0,12.0,11.0,other,no,no,yes,yes,yes,yes,1.0,3.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0
GP,F,19,U,GT3,T,2,2,services,services,home,yes,yes,11.0,10.0,10.0,mother,no,yes,no,no,yes,no,1.0,2.0,0.0,4.0,3.0,1.0,1.0,5.0,0.0,3.0
GP,F,19,U,GT3,T,3,3,other,other,reputation,yes,yes,10.0,10.0,10.0,other,no,yes,yes,yes,yes,no,1.0,4.0,0.0,4.0,3.0,1.0,2.0,3.0,10.0,3.0
GP,F,19,U,GT3,T,3,3,other,services,home,yes,yes,10.5,10.5,10.0,other,no,yes,yes,yes,yes,no,1.0,2.0,1.0,4.0,5.0,3.0,3.0,5.0,16.0,3.0
GP,F,19,U,GT3,T,4,4,health,other,reputation,yes,yes,6.5,11.0,12.0,other,no,yes,yes,yes,yes,no,2.0,2.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0
GP,F,19,U,GT3,T,4,4,teacher,other,home,yes,yes,11.0,10.0,9.0,other,no,yes,no,no,yes,yes,1.0,1.0,1.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0
GP,F,19,U,LE3,A,1,1,other,other,course,no,yes,9.0,8.0,8.0,other,no,yes,no,no,yes,yes,3.0,2.0,2.0,5.0,4.0,1.0,1.0,4.0,2.0,3.0
GP,F,19,U,LE3,A,2,3,at_home,other,home,yes,yes,11.0,11.0,10.0,other,no,no,no,no,no,no,2.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,16.0,2.0
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,no,yes,10.0,10.0,12.0,other,yes,yes,no,yes,yes,no,1.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,18.0,4.0
GP,F,19,U,LE3,T,1,2,services,services,home,no,no,0.0,9.0,9.0,other,no,no,no,yes,yes,yes,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0
GP,F,19,U,LE3,T,3,2,services,other,reputation,no,yes,11.0,10.0,13.0,other,no,yes,yes,no,yes,yes,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,22.0,2.0
GP,F,20,R,GT3,T,1,1,other,other,reputation,yes,yes,15.0,15.0,11.0,other,no,no,no,no,yes,yes,2.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,8.0,2.0
GP,F,20,R,GT3,T,2,1,other,other,course,yes,yes,12.0,12.0,10.0,other,no,yes,yes,yes,no,yes,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,8.0,2.0
GP,F,20,U,GT3,T,1,0,other,other,reputation,yes,yes,10.0,10.0,8.0,mother,yes,no,no,no,yes,yes,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0
GP,F,21,U,LE3,T,4,4,other,other,reputation,yes,yes,12.0,12.0,9.0,other,no,no,yes,yes,yes,no,1.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,0.0,3.0
GP,M,15,R,GT3,T,2,1,health,services,reputation,yes,yes,9.5,9.0,9.5,mother,no,no,no,yes,yes,yes,1.0,2.0,0.0,5.0,2.0,1.0,1.0,5.0,8.0,4.0
GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,8.0,8.0,9.0,mother,yes,no,yes,yes,yes,no,1.0,2.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0
GP,M,15,R,GT3,T,3,2,other,other,course,yes,yes,7.0,9.0,5.0,mother,yes,yes,no,no,yes,yes,2.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,6.0,4.0
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,5.5,5.5,10.5,mother,no,yes,no,no,yes,yes,4.0,2.0,0.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,yes,yes,15.5,15.0,15.0,mother,no,yes,no,yes,yes,yes,1.0,2.0,0.0,4.0,2.0,1.0,1.0,5.0,0.0,5.0
GP,M,15,R,GT3,T,4,4,other,other,home,yes,yes,12.0,11.5,11.0,father,no,yes,yes,yes,yes,yes,4.0,4.0,0.0,1.0,5.0,3.0,5.0,1.0,8.0,3.0
GP,M,15,U,GT3,A,2,2,other,other,home,yes,yes,15.5,15.0,14.0,other,no,yes,no,no,yes,yes,1.0,3.0,0.0,4.0,2.0,1.0,1.0,3.0,0.0,5.0
GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,17.0,17.0,16.0,mother,no,yes,yes,yes,yes,no,1.0,2.0,0.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0
GP,M,15,U,GT3,A,4,4,other,services,reputation,no,yes,12.0,12.5,12.0,mother,no,yes,no,yes,yes,yes,1.0,4.0,0.0,1.0,3.0,5.0,5.0,3.0,4.0,3.0
GP,M,15,U,GT3,T,2,2,other,other,home,yes,yes,11.5,12.0,11.5,mother,no,yes,yes,no,yes,no,1.0,1.0,0.0,4.0,2.0,1.0,2.0,5.0,8.0,2.0
GP,M,15,U,GT3,T,2,2,services,services,course,yes,yes,10.5,9.0,8.5,father,yes,yes,no,no,yes,no,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0
GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,14.0,13.5,15.0,father,no,yes,yes,yes,yes,no,1.0,4.0,0.0,5.0,4.0,1.0,2.0,5.0,6.0,5.0
GP,M,15,U,GT3,T,2,3,other,other,home,no,yes,10.0,9.5,10.5,mother,yes,no,yes,no,yes,no,1.0,3.0,0.0,5.0,2.0,1.0,2.0,5.0,4.0,3.0
GP,M,15,U,GT3,T,2,3,other,services,course,no,yes,12.0,11.5,10.5,father,yes,yes,yes,yes,yes,yes,1.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0
GP,M,15,U,GT3,T,3,4,other,other,home,yes,yes,14.0,13.5,13.0,mother,no,yes,yes,yes,yes,no,1.0,2.0,0.0,5.0,1.0,1.0,1.0,5.0,0.0,5.0
GP,M,15,U,GT3,T,3,4,other,other,reputation,yes,yes,13.5,13.0,14.0,father,no,no,no,no,yes,no,1.0,1.0,0.0,3.0,3.0,1.0,2.0,4.0,6.0,4.0
GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,10.5,11.0,11.0,father,yes,no,no,no,yes,no,1.0,1.0,0.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0
GP,M,15,U,GT3,T,4,0,teacher,other,course,yes,yes,10.5,11.0,11.5,mother,no,no,no,yes,yes,no,2.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,8.0,4.0
GP,M,15,U,GT3,T,4,2,health,services,other,yes,yes,13.0,13.5,13.0,mother,no,no,yes,no,yes,no,1.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0
GP,M,15,U,GT3,T,4,2,other,other,course,yes,yes,10.0,9.5,10.5,mother,no,no,no,no,yes,no,1.0,4.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,3.0
GP,M,15,U,GT3,T,4,2,teacher,other,home,yes,no,13.5,13.5,13.0,mother,no,yes,yes,no,yes,no,1.0,2.0,0.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0
GP,M,15,U,GT3,T,4,3,teacher,other,course,yes,yes,12.0,11.0,11.0,mother,no,yes,yes,no,yes,no,2.0,2.0,0.0,5.0,3.0,1.0,2.0,3.0,2.0,4.0
GP,M,15,U,GT3,T,4,3,teacher,other,home,yes,yes,10.5,10.0,10.0,mother,no,yes,yes,yes,yes,no,1.0,2.0,0.0,4.0,3.0,2.0,3.0,5.0,6.0,3.0
GP,M,15,U,GT3,T,4,3,teacher,other,reputation,yes,yes,14.5,13.5,12.5,mother,no,no,no,no,yes,no,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,4.0
GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,5.5,10.0,8.0,father,yes,yes,no,no,yes,no,2.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,6.0,2.0
GP,M,15,U,GT3,T,4,4,health,health,other,yes,yes,13.5,13.5,11.5,father,no,yes,yes,no,yes,no,1.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,4.0
GP,M,15,U,GT3,T,4,4,health,services,home,no,yes,11.5,11.0,9.5,mother,no,yes,yes,no,yes,no,1.0,2.0,0.0,5.0,2.0,3.0,4.0,5.0,0.0,4.0
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,yes,no,15.0,14.0,13.5,father,no,yes,no,yes,yes,no,2.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0
GP,M,15,U,GT3,T,4,4,services,other,course,no,yes,13.0,13.0,11.0,mother,no,yes,no,yes,yes,no,1.0,1.0,0.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0
GP,M,15,U,GT3,T,4,4,services,services,reputation,yes,yes,16.0,15.5,16.0,mother,no,yes,no,yes,yes,no,2.0,2.0,0.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0
GP,M,15,U,GT3,T,4,4,services,teacher,course,yes,yes,16.5,16.5,16.5,father,no,yes,no,yes,yes,no,1.0,2.0,0.0,4.0,3.0,1.0,1.0,5.0,2.0,3.0
GP,M,15,U,GT3,T,4,4,teacher,health,reputation,yes,no,15.5,15.0,14.5,mother,no,yes,no,yes,yes,no,1.0,2.0,0.0,3.0,2.0,1.0,1.0,5.0,8.0,2.0
GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,10.5,10.0,10.0,mother,no,no,no,no,yes,no,4.0,1.0,1.5,4.0,5.0,2.0,5.0,5.0,0.0,5.0
GP,M,15,U,LE3,A,3,2,services,other,home,yes,yes,18.0,17.0,15.5,mother,no,yes,yes,no,yes,no,1.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0
GP,M,15,U,LE3,A,4,2,health,health,other,yes,no,9.5,10.0,10.5,father,no,no,no,no,yes,no,2.0,1.0,0.5,5.0,5.0,3.0,4.0,5.0,6.0,5.0
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,yes,yes,16.5,16.5,15.5,mother,no,no,no,yes,yes,no,1.0,1.0,0.0,5.0,3.0,1.0,1.0,4.0,6.0,5.0
GP,M,15,U,LE3,T,1,2,other,at_home,home,yes,yes,11.5,11.5,11.5,father,yes,yes,no,yes,yes,no,1.0,2.0,0.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0
GP,M,15,U,LE3,T,1,2,other,other,course,yes,no,10.0,9.0,8.0,mother,no,no,no,yes,yes,no,2.0,1.0,0.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0
GP,M,15,U,LE3,T,2,2,services,health,reputation,yes,yes,13.0,12.5,11.0,mother,no,yes,no,yes,yes,no,1.0,4.0,0.0,4.0,4.0,1.0,1.0,4.0,6.0,3.0
GP,M,15,U,LE3,T,2,2,services,services,home,yes,yes,14.0,13.5,14.0,mother,no,no,yes,yes,yes,no,2.0,2.0,0.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0
GP,M,15,U,LE3,T,3,3,other,other,course,no,yes,12.0,11.0,10.5,mother,no,no,no,yes,yes,no,1.0,2.0,0.0,5.0,2.0,1.0,1.0,2.0,0.0,3.0
GP,M,15,U,LE3,T,4,2,teacher,other,course,yes,yes,18.5,18.0,18.0,mother,no,no,no,no,yes,no,1.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,10.0,5.0
GP,M,15,U,LE3,T,4,3,teacher,services,home,yes,yes,16.0,15.0,14.5,mother,no,yes,no,yes,yes,no,1.0,3.0,0.0,5.0,3.0,1.0,1.0,4.0,2.0,4.0
GP,M,15,U,LE3,T,4,4,health,services,course,yes,yes,13.0,13.5,13.0,father,no,yes,yes,yes,yes,no,1.0,1.0,0.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0
GP,M,15,U,LE3,T,4,4,teacher,other,home,no,yes,11.5,11.5,11.0,other,no,yes,no,no,yes,yes,1.0,1.0,0.0,5.0,3.0,2.0,4.0,5.0,8.0,4.0
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,yes,yes,14.0,14.5,14.0,mother,no,yes,no,yes,yes,yes,2.0,3.0,0.0,2.0,3.0,1.0,1.0,5.0,7.0,4.0
GP,M,16,R,GT3,T,2,1,other,other,course,no,no,10.0,11.0,11.0,mother,no,no,no,yes,yes,no,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0
GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,13.0,12.5,14.5,mother,no,no,no,no,yes,no,3.0,1.0,0.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0
GP,M,16,R,GT3,T,3,3,services,services,reputation,yes,yes,10.0,9.5,9.5,mother,no,yes,no,yes,yes,no,1.0,1.0,0.0,4.0,2.0,3.0,4.0,5.0,8.0,3.0
GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,10.0,8.5,10.0,mother,no,yes,no,yes,yes,yes,1.0,1.0,0.0,4.0,3.0,3.0,4.0,3.0,10.0,3.0
GP,M,16,R,GT3,T,4,3,services,other,reputation,no,yes,13.0,13.0,10.0,mother,yes,yes,no,yes,yes,no,2.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,6.0,3.0
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,16.5,16.0,16.0,mother,no,no,yes,yes,yes,no,1.0,1.0,0.0,3.0,5.0,2.0,5.0,4.0,8.0,5.0
GP,M,16,R,LE3,T,3,3,teacher,other,home,yes,yes,11.0,10.0,9.5,father,no,yes,yes,yes,yes,no,3.0,1.0,0.0,3.0,4.0,3.0,5.0,3.0,16.0,3.0
GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,13.0,13.5,12.0,mother,no,no,yes,no,yes,no,1.0,1.0,0.0,4.0,2.0,2.0,4.0,5.0,0.0,3.0
GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,17.0,16.0,14.5,mother,no,yes,yes,yes,yes,yes,2.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0
GP,M,16,U,GT3,T,1,2,services,services,other,yes,yes,11.0,10.5,10.5,mother,no,yes,yes,yes,yes,yes,1.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0
GP,M,16,U,GT3,T,1,3,at_home,services,course,yes,yes,8.0,8.0,9.0,father,no,no,no,no,no,no,1.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,3.0
GP,M,16,U,GT3,T,2,1,at_home,other,course,yes,no,11.0,9.0,9.0,mother,no,no,no,no,yes,no,4.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0
GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,17.0,17.0,16.5,mother,no,no,no,no,yes,no,3.0,1.0,0.0,4.0,3.0,1.0,1.0,4.0,7.0,3.0
GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,10.5,10.0,9.5,father,no,no,no,no,no,no,1.0,2.0,0.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0
GP,M,16,U,GT3,T,2,2,services,other,reputation,no,yes,10.5,10.0,11.5,father,no,no,yes,yes,yes,no,2.0,2.0,0.5,4.0,2.0,1.0,1.0,3.0,12.0,4.0
GP,M,16,U,GT3,T,2,3,other,other,course,no,yes,13.0,12.0,13.0,mother,no,yes,no,no,yes,yes,2.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0
GP,M,16,U,GT3,T,2,3,other,other,home,yes,yes,13.0,13.0,13.0,father,no,no,no,no,yes,no,2.0,1.0,0.0,5.0,3.0,1.0,1.0,3.0,0.0,3.0
GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,no,14.0,12.5,12.5,mother,no,no,no,yes,yes,no,1.0,1.0,0.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0
GP,M,16,U,GT3,T,3,1,other,other,reputation,yes,yes,13.0,13.0,13.0,father,no,yes,yes,no,yes,no,2.0,4.0,0.0,4.0,2.0,1.0,1.0,5.0,2.0,3.0
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,11.0,10.5,11.5,mother,no,no,no,yes,yes,yes,2.0,3.0,0.0,5.0,3.0,1.0,3.0,2.0,10.0,3.0
GP,M,16,U,GT3,T,3,2,other,other,home,no,yes,13.5,13.0,12.0,mother,no,yes,yes,no,yes,no,1.0,1.0,0.0,5.0,3.0,1.0,1.0,5.0,4.0,4.0
GP,M,16,U,GT3,T,3,2,services,services,course,no,no,12.0,11.0,12.0,mother,no,yes,no,yes,no,no,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,16.0,5.0
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,no,yes,10.0,10.5,8.0,other,yes,yes,no,no,yes,no,3.0,2.0,0.5,5.0,3.0,1.0,3.0,2.0,6.0,3.0
GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,6.5,11.0,10.0,father,no,yes,yes,no,yes,yes,1.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
GP,M,16,U,GT3,T,3,3,other,services,home,yes,yes,14.0,14.0,13.5,father,no,no,no,yes,yes,no,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,6.0,4.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,16.0,16.0,14.5,father,no,yes,no,yes,yes,no,1.0,3.0,0.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,15.5,15.0,13.5,father,no,yes,no,yes,yes,no,1.0,2.5,0.0,4.5,3.0,1.0,1.5,4.0,2.0,2.5
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,13.0,13.5,12.5,mother,no,no,yes,yes,yes,yes,1.0,2.5,0.0,4.5,3.0,1.0,1.5,4.0,4.0,2.5
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,12.5,12.5,11.5,mother,no,no,yes,yes,yes,yes,1.0,2.0,0.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0
GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,5.0,7.0,7.5,father,no,yes,no,yes,yes,no,3.0,1.0,1.5,3.0,5.0,2.0,4.0,2.0,4.0,4.0
GP,M,16,U,GT3,T,4,3,health,services,reputation,yes,yes,18.5,18.0,18.0,mother,no,no,no,yes,yes,no,1.0,4.0,0.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0
GP,M,16,U,GT3,T,4,3,teacher,other,home,yes,yes,9.5,9.0,10.0,mother,no,yes,yes,yes,yes,no,1.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,10.0,4.0
GP,M,16,U,GT3,T,4,4,health,other,course,yes,yes,13.0,12.0,13.0,mother,no,yes,no,yes,yes,no,1.0,1.0,0.0,3.0,4.0,1.0,4.0,5.0,18.0,4.0
GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,13.5,13.0,13.5,father,no,yes,yes,yes,yes,no,1.0,2.0,0.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0
GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,12.5,12.5,14.0,mother,no,no,no,yes,yes,no,1.0,2.0,0.0,5.0,2.5,1.0,2.5,5.0,0.0,3.0
GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,13.5,13.5,13.5,mother,no,no,no,yes,yes,no,1.0,1.0,0.0,5.0,2.0,1.0,2.0,5.0,4.0,3.0
GP,M,16,U,GT3,T,4,4,services,services,other,yes,yes,6.5,8.0,8.0,mother,yes,yes,yes,yes,yes,no,1.0,1.0,0.0,4.0,5.0,5.0,5.0,4.0,14.0,5.0
GP,M,16,U,GT3,T,4,4,services,teacher,other,yes,yes,16.5,16.5,16.0,father,no,yes,no,yes,yes,yes,1.0,3.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0,4.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,15.0,14.5,15.5,father,no,yes,no,yes,yes,no,1.0,2.0,0.0,5.0,4.0,1.0,2.0,5.0,6.0,4.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,12.0,12.0,12.0,father,no,yes,no,yes,yes,no,1.0,1.5,0.0,4.0,3.0,1.5,1.5,5.0,16.0,3.5
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,7.0,10.0,11.5,mother,no,yes,no,no,no,yes,1.0,1.5,0.0,4.0,3.0,1.5,1.5,5.0,6.0,3.5
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,4.0,7.5,8.0,mother,no,yes,no,no,no,yes,1.0,1.0,0.0,3.0,2.0,2.0,1.0,5.0,16.0,3.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,yes,yes,11.5,11.5,11.0,mother,no,yes,yes,yes,yes,yes,1.0,2.0,0.0,4.0,5.0,5.0,5.0,5.0,16.0,4.0
GP,M,16,U,LE3,A,3,4,services,other,home,yes,yes,12.0,11.5,11.5,mother,yes,yes,no,yes,yes,no,1.0,2.0,0.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0
